City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Brae,GB,60.4,-1.35,53.78,87,100,9.35,overcast clouds
364,Anadyr,RU,64.75,177.48,43.3,41,0,29.08,clear sky
365,Nikki,BJ,9.94,3.21,72.21,94,97,4.61,light rain
366,Ahualulco,MX,22.4,-101.17,78.62,24,0,18.84,clear sky
367,Kavaratti,IN,10.57,72.64,82.15,75,100,20.4,overcast clouds
368,Kanniyakumari,IN,8.08,77.57,80.62,69,100,20.04,overcast clouds
369,Boddam,GB,57.47,-1.78,68.43,76,100,10.78,overcast clouds
370,Belaya Gora,RU,68.53,146.42,51.78,49,61,1.83,broken clouds
371,Alugan,PH,12.22,125.48,78.69,87,100,7.49,overcast clouds
372,Phan Thiet,VN,10.93,108.1,76.95,88,94,7.85,overcast clouds
373,Selfoss,IS,63.93,-21.0,53.04,78,42,6.08,scattered clouds
374,Mount Gambier,AU,-37.83,140.77,46.47,79,100,8.72,overcast clouds
375,Kabalo,CD,-6.05,26.92,78.62,41,58,4.5,broken clouds
376,Broome,US,42.25,-75.83,87.46,50,75,8.01,broken clouds
377,Bende,NG,5.56,7.64,73.11,86,81,2.57,broken clouds
378,San Pedro De Ycuamandiyu,PY,-24.09,-57.08,63.1,41,36,3.74,scattered clouds
379,Jambi,ID,-1.6,103.62,74.14,93,77,2.93,broken clouds
380,Zihuatanejo,MX,17.63,-101.55,91.49,58,75,10.36,broken clouds
381,Homer,US,59.64,-151.55,57.09,81,75,10.36,broken clouds
382,Zarubino,RU,42.63,131.09,61.99,98,100,12.33,light rain
383,Pangnirtung,CA,66.15,-65.71,44.6,81,40,16.11,scattered clouds
384,Mitu,CO,1.2,-70.17,80.71,85,42,3.33,scattered clouds
385,Castries,LC,14.0,-61.01,82.53,70,40,13.8,scattered clouds
386,Wilmington,US,34.23,-77.94,89.51,69,75,11.5,broken clouds
387,Aklavik,CA,68.22,-135.01,72.37,40,96,8.72,overcast clouds
388,Praia Da Vitoria,PT,38.73,-27.07,75.45,78,75,11.23,broken clouds
389,Biak,ID,-0.91,122.88,72.59,94,100,6.33,moderate rain
390,Tautira,PF,-17.73,-149.15,75.43,71,45,13.18,scattered clouds
391,Yuncheng,CN,35.02,110.99,74.91,62,68,2.68,broken clouds
392,Namibe,AO,-15.2,12.15,64.58,83,6,1.83,clear sky
393,Baoding,CN,38.85,115.49,77.07,51,67,10.42,broken clouds
394,Deqing,CN,30.54,119.96,81.95,95,100,2.33,overcast clouds
395,Omsukchan,RU,62.53,155.8,49.59,91,100,4.97,light rain
396,Sao Lourenco Do Sul,BR,-31.37,-51.98,50.9,75,0,5.26,clear sky
397,Mahon,ES,39.89,4.27,82.96,57,0,3.44,clear sky
398,Pine Bluff,US,34.23,-92.0,97.32,54,72,1.01,broken clouds
399,Port-Gentil,GA,-0.72,8.78,75.16,83,75,9.22,broken clouds
400,Havre-Saint-Pierre,CA,50.23,-63.6,66.56,68,20,20.71,few clouds
401,Entre Rios,BR,-11.94,-38.08,68.67,84,0,4.45,clear sky
402,San Quintin,MX,30.48,-115.95,74.59,65,8,10.67,clear sky
403,Shemgang,BT,27.22,90.66,61.74,98,86,1.5,overcast clouds
404,Arlit,NE,18.74,7.39,94.57,29,73,8.05,broken clouds
405,Kununurra,AU,-15.77,128.73,49.98,87,3,3.44,clear sky
406,Cockburn Town,TC,21.46,-71.14,85.96,66,40,16.11,scattered clouds
407,Massakory,TD,13.0,15.73,77.59,75,97,12.5,overcast clouds
408,Sao Joao,BR,-8.88,-36.37,62.38,95,70,6.96,broken clouds
409,Tawang,IN,27.58,91.87,57.6,93,99,1.23,overcast clouds
410,Katsuura,JP,35.13,140.3,78.06,90,100,12.39,overcast clouds
411,Maarianhamina,AX,60.1,19.93,53.46,76,0,2.3,clear sky
412,Bubaque,GW,11.28,-15.83,80.47,87,100,14.76,overcast clouds
413,Srandakan,ID,-7.94,110.25,75.47,85,91,8.16,overcast clouds
414,Port Hardy,CA,50.7,-127.42,57.38,88,75,10.36,broken clouds
415,Neuquen,AR,-38.95,-68.06,53.49,50,40,9.22,scattered clouds
416,Luganville,VU,-15.53,167.17,78.69,86,61,12.95,broken clouds
417,Farmington,US,36.73,-108.22,101.16,16,0,8.05,clear sky
418,Merauke,ID,-8.47,140.33,75.49,89,100,9.57,overcast clouds
419,Meadow Lake,US,34.8,-106.54,99.61,19,21,3.29,few clouds
420,Nyurba,RU,63.28,118.33,55.9,97,96,4.52,overcast clouds
421,Euclides Da Cunha,BR,-10.51,-39.02,74.28,50,96,13.42,overcast clouds
422,Buala,SB,-8.14,159.59,81.34,78,29,9.08,scattered clouds
423,Sobolevo,RU,54.43,31.9,52.09,88,17,6.31,few clouds
424,Kaili,ID,-3.46,120.21,65.8,98,100,2.8,light rain
425,Kavieng,PG,-2.57,150.8,81.88,80,45,13.51,light rain
426,Nabire,ID,-3.37,135.48,74.52,95,100,3.18,overcast clouds
427,Santa Rosa,PH,14.31,121.11,78.78,95,90,1.63,overcast clouds
428,Yerbogachen,RU,61.28,108.01,57.38,83,83,1.77,broken clouds
429,Sandwick,GB,60.0,-1.25,53.42,94,100,8.05,overcast clouds
430,Saint Anthony,US,45.02,-93.22,91.35,56,40,10.36,scattered clouds
431,Khani,GE,41.96,42.96,63.97,98,100,0.76,overcast clouds
432,Newport,GB,51.59,-3.0,73.94,51,100,1.07,overcast clouds
433,Grafton,US,42.21,-71.69,89.29,51,0,11.5,clear sky
434,Amapa,BR,1.0,-52.0,75.83,94,100,2.89,overcast clouds
435,Namatanai,PG,-3.67,152.43,80.19,77,68,9.13,broken clouds
436,Taltal,CL,-25.4,-70.48,61.99,63,12,4.27,few clouds
437,Mitsamiouli,KM,-11.38,43.28,76.89,69,12,6.71,few clouds
438,Bilibino,RU,68.05,166.44,33.4,68,98,20.0,overcast clouds
439,Peniche,PT,39.36,-9.38,68.56,86,0,3.22,clear sky
440,Sabang,ID,5.89,95.32,81.63,78,78,7.2,broken clouds
441,Santiago,CL,-33.46,-70.65,57.29,51,100,2.3,overcast clouds
442,Ranau,MY,5.95,116.66,70.47,75,98,2.1,overcast clouds
443,Januaria,BR,-15.48,-44.37,76.33,24,3,3.78,clear sky
444,Eureka,US,40.8,-124.16,68.2,79,13,4.0,few clouds
445,Severnoye,RU,56.35,78.36,51.13,96,5,6.76,clear sky
446,Marzuq,YE,14.4,46.47,82.98,16,70,4.21,broken clouds
447,Pleasanton,US,37.66,-121.87,100.33,38,0,12.66,clear sky
448,Jiaojiang,CN,28.68,121.44,79.0,96,100,5.03,overcast clouds
449,Tayu,ID,-6.54,111.05,75.6,87,99,8.88,overcast clouds
450,Baracoa,CU,20.35,-74.5,85.23,73,31,10.42,scattered clouds
451,Venice,US,27.1,-82.45,89.98,74,0,8.05,clear sky
452,Sunbury,AU,-37.58,144.73,43.83,86,91,3.0,overcast clouds
453,Kantunilkin,MX,21.09,-87.45,95.79,36,40,3.47,scattered clouds
454,Bilma,NE,18.69,12.92,89.56,37,47,9.1,scattered clouds
455,Hryshkivtsi,UA,49.94,28.6,51.82,94,12,11.27,few clouds
456,Gaomi,CN,36.38,119.75,68.52,96,10,4.61,clear sky
457,Mayo,US,38.89,-76.51,87.37,82,0,6.91,clear sky
458,Awbari,LY,26.59,12.78,84.13,14,0,9.1,clear sky
459,Tabou,CI,4.42,-7.35,75.61,81,99,11.48,overcast clouds
460,Colac,AU,-38.33,143.58,42.08,83,97,8.41,overcast clouds
461,Pahrump,US,36.21,-115.98,102.25,19,72,8.01,broken clouds
462,Antigonish,CA,45.62,-62.0,79.14,48,50,7.0,scattered clouds
463,San Ramon,US,37.78,-121.98,99.81,41,0,12.66,clear sky
464,Honiara,SB,-9.43,159.95,80.13,76,23,7.16,few clouds
465,Mackay,AU,-21.15,149.2,60.67,87,1,8.48,clear sky
466,Vardo,NO,70.37,31.11,53.58,87,40,5.75,scattered clouds
467,Riyadh,SA,24.69,46.72,93.34,10,18,5.37,few clouds
468,Sisimiut,GL,66.94,-53.67,45.01,80,97,7.34,overcast clouds
469,La Asuncion,VE,11.03,-63.86,82.13,83,84,17.27,broken clouds
470,Milkovo,RU,54.72,158.62,69.12,65,14,2.77,few clouds
471,Alamos,MX,27.02,-108.93,89.38,54,85,3.89,overcast clouds
472,Boende,CD,-0.22,20.87,74.1,91,100,2.08,light rain
473,La Ronge,CA,55.1,-105.28,77.25,38,75,8.05,broken clouds
474,Itarema,BR,-2.92,-39.92,79.83,78,25,17.56,scattered clouds
475,Miraflores,MX,19.22,-98.81,76.03,71,90,2.37,overcast clouds
476,Petukhovo,RU,55.07,67.9,62.62,80,100,4.59,overcast clouds
477,Salina,US,38.84,-97.61,93.31,55,40,11.5,scattered clouds
478,Broken Hill,AU,-31.95,141.43,41.22,90,1,7.02,clear sky
479,Yatou,CN,37.15,122.38,72.03,86,36,5.12,scattered clouds
480,Boden,SE,65.83,21.69,55.4,89,100,5.55,overcast clouds
481,Laguna,US,38.42,-121.42,106.32,27,0,6.91,clear sky
482,Klaksvik,FO,62.23,-6.59,50.92,87,100,21.74,overcast clouds
483,Sibolga,ID,1.74,98.78,75.27,81,30,3.31,scattered clouds
484,Tuatapere,NZ,-46.13,167.68,52.7,77,88,15.01,overcast clouds
485,Orchard Homes,US,46.86,-114.05,96.39,26,0,3.44,clear sky
486,Zaozerne,UA,45.16,33.28,75.0,48,65,16.64,broken clouds
487,Grand Gaube,MU,-20.01,57.66,70.38,63,55,7.0,broken clouds
488,Tsaratanana,MG,-16.78,47.65,66.36,72,46,11.7,scattered clouds
489,Ada,US,43.42,-116.13,92.55,19,59,5.01,broken clouds
490,Ordzhonikidze,KZ,52.44,61.74,68.34,71,100,7.23,overcast clouds
491,Nuevo Progreso,MX,23.17,-97.95,93.54,49,3,10.0,clear sky
492,Corrales,US,35.24,-106.61,101.17,20,0,8.01,clear sky
493,Chenzhou,CN,25.8,113.03,76.64,97,100,4.36,overcast clouds
494,Maxixe,MZ,-23.86,35.35,65.79,91,4,5.35,clear sky
495,Marrakesh,MA,31.63,-8.01,93.27,40,40,10.36,scattered clouds
496,Vysokogornyy,RU,50.12,139.15,53.15,95,100,2.71,overcast clouds
497,Ust-Kuyga,RU,70.02,135.6,49.15,55,94,3.31,overcast clouds
498,Bodden Town,KY,19.28,-81.25,87.98,75,40,8.05,scattered clouds
499,Saint-Pierre,RE,-21.34,55.48,69.91,68,0,20.71,clear sky
500,Fare,PF,-16.7,-151.02,76.8,69,77,17.09,light rain
501,Capao Da Canoa,BR,-29.75,-50.01,55.13,69,0,10.85,clear sky
502,Badarpur,IN,24.9,92.6,78.42,95,97,2.86,overcast clouds
503,Weyburn,CA,49.67,-103.85,93.42,24,0,6.91,clear sky
504,Isangel,VU,-19.55,169.27,75.74,85,100,15.84,overcast clouds
505,Burnie,AU,-41.07,145.92,39.94,71,73,12.24,broken clouds
506,Rio Gallegos,AR,-51.62,-69.22,35.65,69,20,14.97,few clouds
507,Vagur,FO,61.47,-6.81,50.54,88,100,23.64,overcast clouds
508,Kemi,FI,65.86,24.82,56.97,88,20,5.75,few clouds
509,Emerald,AU,-23.53,148.17,56.34,83,9,4.54,clear sky
510,Itupiranga,BR,-5.13,-49.33,97.12,49,8,0.16,clear sky
511,Atasu,KZ,48.68,71.64,67.89,55,0,7.23,clear sky
512,Togul,RU,53.46,85.91,51.44,88,75,3.36,broken clouds
513,Stykkisholmur,IS,65.08,-22.73,51.76,84,100,7.67,overcast clouds
514,Shimoda,JP,34.67,138.95,77.11,88,87,14.03,overcast clouds
515,Zaranj,AF,30.97,61.88,94.96,10,0,16.17,clear sky
516,Russell,US,32.35,-85.2,92.97,51,0,3.44,clear sky
517,Springbok,ZA,-29.66,17.89,54.91,38,6,2.8,clear sky
518,Almeria,ES,37.17,-2.33,76.44,43,0,3.69,clear sky
519,Batagay,RU,67.63,134.63,55.45,66,100,0.81,overcast clouds
520,Egvekinot,RU,66.32,-179.17,37.31,38,45,21.43,scattered clouds
521,Henties Bay,NA,-22.12,14.28,65.44,52,14,9.01,few clouds
522,Messina,IT,38.19,15.55,81.93,75,0,9.22,clear sky
523,Mirnyy,RU,62.54,113.96,50.23,93,100,1.99,overcast clouds
524,Bonoua,CI,5.27,-3.6,78.42,85,39,7.45,scattered clouds
525,Aykhal,RU,66.0,111.5,48.85,97,100,3.15,overcast clouds
526,Talnakh,RU,69.49,88.4,52.21,68,94,1.79,overcast clouds
527,Kloulklubed,PW,7.04,134.26,81.82,71,98,4.0,overcast clouds
528,Jalu,LY,29.03,21.55,83.03,42,0,17.38,clear sky
529,Severo-Kurilsk,RU,50.68,156.12,55.09,94,99,2.55,overcast clouds
530,Port Blair,IN,11.67,92.75,77.04,94,75,2.3,light rain
531,Port Moresby,PG,-9.44,147.18,74.62,94,75,3.44,broken clouds
532,Padang,ID,-0.95,100.35,76.28,77,12,4.14,few clouds
533,Birjand,IR,32.87,59.22,79.27,10,0,6.91,clear sky
534,Samarai,PG,-10.62,150.67,79.47,82,27,5.12,scattered clouds
535,Yantal,RU,56.85,105.25,50.38,95,4,2.98,clear sky
536,Road Town,VG,18.42,-64.62,87.89,70,40,16.11,scattered clouds
537,Mandeville,JM,18.04,-77.51,82.9,50,77,14.47,broken clouds
538,Mezen,RU,65.85,44.24,57.49,86,100,3.31,overcast clouds
539,Roald,NO,62.58,6.13,59.92,76,75,16.11,broken clouds
540,San Carlos De Bariloche,AR,-41.15,-71.31,36.25,93,75,9.22,broken clouds
541,Hofn,IS,64.25,-15.21,55.31,69,30,8.39,scattered clouds
542,Nicoya,CR,10.15,-85.45,83.12,75,94,3.53,overcast clouds
543,Coria,ES,39.99,-6.54,91.45,19,65,7.49,broken clouds
544,Upata,VE,8.01,-62.4,78.64,89,32,4.81,scattered clouds
545,Dahuk,IQ,36.87,42.99,88.75,20,0,2.3,clear sky
546,Abu Dhabi,AE,24.47,54.37,95.11,74,0,4.61,clear sky
547,Bijie,CN,27.31,105.29,67.71,98,100,3.98,overcast clouds
548,Arak,IR,34.09,49.69,74.37,13,0,3.29,clear sky
549,Shenjiamen,CN,29.96,122.3,77.41,95,100,7.36,overcast clouds
550,Dayong,CN,25.02,118.29,79.0,96,100,0.81,overcast clouds
551,Houma,US,29.6,-90.72,93.99,61,40,11.5,scattered clouds
552,Ruzhyn,UA,49.72,29.2,52.99,89,11,11.68,few clouds
553,Ankara,TR,39.92,32.85,70.99,55,0,10.36,clear sky
554,Coahuayana,MX,18.73,-103.68,85.26,75,80,8.19,broken clouds
555,Port Hedland,AU,-20.32,118.57,53.65,66,4,4.61,clear sky
556,Srisailam,IN,16.08,78.87,74.01,91,100,10.51,heavy intensity rain
557,Novikovo,RU,51.15,37.89,59.94,77,86,4.23,overcast clouds
558,Mandalgovi,MN,45.76,106.27,65.07,38,16,9.82,few clouds
559,Flinders,AU,-34.58,150.86,52.25,71,4,8.99,clear sky
560,Rocha,UY,-34.48,-54.33,45.09,71,0,7.31,clear sky
561,Anito,PH,12.45,125.29,77.18,92,100,5.44,overcast clouds
562,Pizarro,CO,4.95,-77.37,80.56,79,100,7.11,overcast clouds
563,Uchkeken,RU,43.94,42.51,61.5,90,19,5.75,light rain
564,Avera,US,33.19,-82.53,90.91,39,37,8.39,scattered clouds
565,Teahupoo,PF,-17.83,-149.27,75.16,68,42,11.79,scattered clouds
566,Niquelandia,BR,-14.47,-48.46,79.83,29,5,6.29,clear sky
567,Bauchi,NG,10.5,10.0,69.48,94,100,3.29,overcast clouds
568,Havoysund,NO,71.0,24.66,52.03,86,53,6.35,broken clouds
569,Mehamn,NO,71.04,27.85,51.75,87,75,5.75,broken clouds
570,Vichuga,RU,57.21,41.93,60.71,67,100,2.26,overcast clouds
571,Zhuanghe,CN,39.7,122.99,68.4,95,0,4.32,clear sky
572,Skegness,GB,53.14,0.34,77.07,55,96,15.68,overcast clouds
573,Sao Jose Do Belmonte,BR,-7.86,-38.76,75.22,59,100,9.15,overcast clouds
574,Kandrian,PG,-6.22,149.55,78.48,88,68,4.07,light rain
575,Vestmanna,FO,62.16,-7.17,49.12,93,100,8.05,overcast clouds
576,Fulton,US,33.77,-84.45,92.03,54,75,12.66,broken clouds
577,Isla Mujeres,MX,21.23,-86.73,91.17,62,4,12.75,clear sky
578,Tura,IN,25.52,90.22,75.22,95,99,4.85,overcast clouds
579,Blagodatnoye,RU,45.4,42.59,77.92,50,64,8.08,broken clouds
580,Churapcha,RU,62.0,132.43,73.54,65,50,4.12,scattered clouds
581,Ancud,CL,-41.87,-73.82,42.22,74,68,15.14,broken clouds
582,North Bend,US,43.41,-124.22,76.24,72,0,27.63,clear sky
583,West Wendover,US,40.74,-114.07,99.61,15,0,14.97,clear sky
584,Mogadishu,SO,2.04,45.34,76.23,82,35,17.63,scattered clouds
585,Bissau,GW,11.86,-15.6,82.51,83,20,4.61,few clouds
586,Ribeira Brava,PT,32.65,-17.07,75.0,84,8,6.93,clear sky
587,Parana,AR,-31.73,-60.52,58.55,53,0,10.67,clear sky
588,Tipuani,BO,-15.56,-68.02,69.49,98,95,2.42,overcast clouds
589,Divnogorsk,RU,55.96,92.36,57.74,98,75,9.24,broken clouds
590,Husavik,IS,66.04,-17.34,46.58,92,100,7.74,overcast clouds
591,Ajdabiya,LY,30.76,20.23,80.51,63,0,16.08,clear sky
592,Tandur,IN,17.23,77.58,74.97,86,100,17.18,overcast clouds
593,Hun,LY,29.13,15.95,82.4,33,0,15.82,clear sky
594,Teknaf,BD,20.86,92.31,79.79,89,100,7.4,overcast clouds
595,Pemba,MZ,-12.97,40.52,73.2,80,60,11.52,light rain
596,Kendari,ID,-3.94,122.5,73.2,96,100,2.89,moderate rain
597,Huntsville,US,34.73,-86.59,95.92,50,75,6.91,broken clouds
598,Juybar,IR,36.64,52.91,78.89,72,0,3.04,clear sky
599,Escarcega,MX,18.61,-90.75,100.15,26,100,2.66,overcast clouds
600,The Valley,AI,18.22,-63.06,86.14,66,20,16.11,few clouds
601,Panaba,MX,21.28,-88.27,89.87,49,81,16.22,broken clouds
602,Jinka,ET,5.65,36.65,65.48,65,71,4.18,broken clouds
603,Kandalaksha,RU,67.16,32.41,52.11,92,50,4.29,scattered clouds
604,Gladstone,AU,-23.85,151.25,57.78,82,100,2.3,overcast clouds
605,Otane,NZ,-39.88,176.63,48.0,73,87,1.86,overcast clouds
606,Mont-Dore,NC,-22.28,166.58,71.01,99,77,8.57,broken clouds
607,Gazli,UZ,40.13,63.45,92.39,12,0,18.3,clear sky
608,Beira,MZ,-19.84,34.84,68.52,81,69,7.94,broken clouds
609,Bend,US,44.06,-121.32,87.22,35,0,11.5,clear sky
610,Kiama,AU,-34.68,150.87,54.0,72,4,3.0,clear sky
611,Jibuti,DJ,11.5,42.5,89.91,30,77,3.56,broken clouds
612,Sorland,NO,67.67,12.69,49.86,91,97,15.95,light rain
613,Dubovka,RU,49.06,44.83,76.15,53,1,4.12,clear sky
614,Vestmannaeyjar,IS,63.44,-20.27,51.94,87,50,13.56,scattered clouds
615,Ketchikan,US,55.34,-131.65,58.98,88,100,11.5,overcast clouds
616,Newburn,GB,54.99,-1.74,74.71,49,0,3.44,clear sky
617,Maceio,BR,-9.67,-35.74,80.04,69,40,9.22,scattered clouds
618,Camana,PE,-16.62,-72.71,62.2,76,56,9.15,broken clouds
619,Douala,CM,4.05,9.7,75.4,90,100,4.59,overcast clouds
620,Notre-Dame-Du-Lac,CA,47.61,-68.8,82.74,44,77,5.75,broken clouds
621,Hemsedal,NO,60.86,8.55,55.15,91,93,5.44,overcast clouds
622,Xuddur,SO,4.12,43.89,72.05,70,25,21.43,scattered clouds
623,Shaoxing,CN,30.01,120.57,82.35,87,100,3.83,overcast clouds
624,Kodino,RU,63.72,39.64,51.51,92,47,2.35,scattered clouds
625,Kamojima,JP,34.07,134.35,76.82,77,100,4.36,overcast clouds
626,Adrar,MR,20.5,-10.07,101.73,9,60,9.28,broken clouds
627,Mariinsk,RU,56.21,87.75,53.96,98,100,10.94,light rain
628,Todos Santos,MX,23.45,-110.22,77.67,80,13,6.8,few clouds
629,Ayr,GB,55.46,-4.63,67.32,83,100,2.26,overcast clouds
630,Sovetskiy,RU,61.36,63.58,59.61,60,100,2.26,overcast clouds
631,Pajarito,CO,5.29,-72.7,74.28,92,99,2.13,overcast clouds
632,Imbituba,BR,-28.24,-48.67,59.09,83,100,6.31,overcast clouds
633,Chuari Khas,IN,32.43,76.02,73.33,70,1,4.94,clear sky
634,Big Spring,US,32.25,-101.48,99.05,26,40,9.22,scattered clouds
635,Karratha,AU,-20.74,116.85,64.81,55,1,6.42,light rain
636,Bydgoszcz,PL,53.12,18.01,61.83,65,0,5.75,clear sky
637,Smithers,CA,54.78,-127.17,66.52,52,75,4.61,broken clouds
638,Moose Factory,CA,51.26,-80.61,87.8,42,40,14.97,scattered clouds
639,Ponta Delgada,PT,37.73,-25.67,68.72,100,75,11.5,broken clouds
640,Yulara,AU,-25.24,130.99,47.46,51,74,9.35,broken clouds
641,Hami,CN,42.8,93.45,78.84,27,4,3.15,clear sky
642,Bunia,CD,1.57,30.25,65.98,73,24,2.84,few clouds
643,Kattivakkam,IN,13.22,80.32,81.07,88,100,13.71,overcast clouds
644,Berlevag,NO,70.86,29.09,53.4,87,40,8.05,scattered clouds
645,Bani,DO,18.28,-70.33,90.84,63,37,15.08,scattered clouds
646,Pascagoula,US,30.37,-88.56,93.42,71,75,5.75,broken clouds
647,Palmer,US,42.16,-72.33,87.4,50,40,13.8,scattered clouds
648,Noumea,NC,-22.28,166.46,71.01,99,57,9.78,broken clouds
649,Alad,PH,12.62,122.25,83.23,71,98,2.98,overcast clouds
650,Port Macquarie,AU,-31.43,152.92,47.89,77,2,7.9,clear sky
651,Itainopolis,BR,-7.45,-41.48,84.49,34,60,6.33,broken clouds
652,Ipswich,GB,52.06,1.16,69.4,67,61,8.05,broken clouds
653,Cairns,AU,-16.92,145.77,67.95,85,100,5.75,overcast clouds
654,Luba,GQ,3.46,8.55,76.89,88,100,5.59,light rain
655,Batagay-Alyta,RU,67.8,130.41,52.25,72,100,3.69,overcast clouds
656,Marsh Harbour,BS,26.54,-77.06,83.07,75,71,14.23,broken clouds
657,Hamilton,US,39.18,-84.53,74.25,94,100,13.8,light rain
658,Nizhniy Kuranakh,RU,58.84,125.49,69.22,82,14,1.03,few clouds
659,Barranca,PE,-10.75,-77.77,64.08,74,13,11.05,few clouds
660,Beloha,MG,-25.17,45.05,63.32,78,0,9.84,clear sky
661,Irinjalakuda,IN,10.33,76.23,75.09,94,100,1.3,light rain
662,Kolo,PL,52.2,18.64,56.98,55,43,6.08,scattered clouds
663,Pecangakan,ID,-6.93,109.12,74.82,88,92,6.35,overcast clouds
664,Nishihara,JP,26.18,127.76,83.86,91,75,18.41,drizzle
665,Santa Fe,AR,-31.63,-60.7,59.0,45,0,10.0,clear sky
666,Gogrial,SS,8.53,28.1,72.99,91,99,2.68,moderate rain
